imagePath,labelId
Apple___Apple_scab\a88d758c-0c4f-4214-b91d-e5645aa97113___FREC_Scab 3424.JPG,0
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\8e8345ab-248b-4e37-a21b-c1e9291a6951___FAM_L.Blight 1390.JPG,13
Potato___Early_blight\d32f991e-d1da-44a3-b3e0-2f99cc038900___RS_Early.B 6994.JPG,20
Soybean___healthy\6efa54da-b2e8-4736-a077-1c25961f9e8a___RS_HL 6448.JPG,24
Soybean___healthy\d6c68462-61fd-4040-addd-8b83a803e7ce___RS_HL 5724.JPG,24
Soybean___healthy\d9a601f0-ca9a-45e1-9a8c-ab4d61eda081___RS_HL 5746 1.JPG,24
Grape___Black_rot\bc248029-8236-4e2c-8343-c9ebf0abe24d___FAM_B.Rot 3564.JPG,11
Tomato___Late_blight\766771e1-8e8e-4ce4-9af6-b4ed91c9e80a___RS_Late.B 6881.JPG,30
Squash___Powdery_mildew\24cf8e9e-f089-446c-81ec-adce046dd871___MD_Powd.M 0881.JPG,25
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7d6ace2a-9ae4-43a9-9d7b-06e7646efccc___UF.GRC_YLCV_Lab 02932.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a81afe60-1f4d-4035-80e6-ff724104b03e___UF.GRC_YLCV_Lab 03103.JPG,35
Tomato___Late_blight\d7052146-5be7-4d3d-a2a7-32d4277c26a2___GHLB2ES Leaf 141.JPG,30
Apple___healthy\c5f61d94-be12-4995-99e0-551384b7df17___RS_HL 7860.JPG,3
Soybean___healthy\93ffe41e-674b-4ed1-bd09-38556cc6528c___RS_HL 7332.JPG,24
Orange___Haunglongbing_(Citrus_greening)\da30eb0c-d09d-4573-8dc7-6b53aa402a2c___UF.Citrus_HLB_Lab 0375.JPG,15
Squash___Powdery_mildew\d9e87363-6139-48d7-8f84-c1d27e5aa586___MD_Powd.M 0371.JPG,25
Peach___Bacterial_spot\d9f93c2d-d45b-43d7-9038-58c792bf48ff___Rutg._Bact.S 2370.JPG,16
Blueberry___healthy\94f402c0-da07-4ffb-b617-6a77364d47a3___RS_HL 2633.JPG,4
Corn_(maize)___healthy\b16016da-ada7-4a6e-897b-5dba6b42a6cd___R.S_HL 8119 copy 3.jpg,10
Orange___Haunglongbing_(Citrus_greening)\34ef3fff-c9aa-4ba0-96a2-81343c849ea0___UF.Citrus_HLB_Lab 1536.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b095da33-afbe-44b6-bbe5-281ff64107a1___UF.GRC_YLCV_Lab 02924.JPG,35
Cherry_(including_sour)___healthy\2d4fa6df-452a-4697-89a6-a03dafd4104c___JR_HL 9876 copy.JPG,6
Tomato___Target_Spot\581d4912-6d16-4275-a26d-6c77cd109484___Com.G_TgS_FL 0940.JPG,34
Raspberry___healthy\815ae985-1b09-4989-8efc-3c30fec46202___Mary_HL 9286.JPG,23
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\2f69212b-87c5-4d8d-8bd5-a6ecbca6f22b___FAM_L.Blight 1394.JPG,13
Orange___Haunglongbing_(Citrus_greening)\d8b783a0-6b81-49b9-bdeb-6ca092a1f81e___UF.Citrus_HLB_Lab 0344.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\51bc5aeb-764b-4a97-b537-1ac937daa0fe___UF.GRC_YLCV_Lab 03401.JPG,35
Tomato___Early_blight\2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506.JPG,29
Tomato___healthy\b91da997-c7c4-44aa-b00c-e558887d0ba6___GH_HL Leaf 368.1.JPG,37
Corn_(maize)___Common_rust_\RS_Rust 1756.JPG,8
Potato___Late_blight\2269e6d9-bb15-49f1-8349-2f0126165960___RS_LB 3197.JPG,21
Orange___Haunglongbing_(Citrus_greening)\0e00d564-95e6-47fa-a26f-33c0f1af9289___CREC_HLB 7626.JPG,15
Grape___Black_rot\edd4a96a-0194-4e62-b9e5-091c066a004b___FAM_B.Rot 3162.JPG,11
Apple___healthy\fdd77f89-e3b1-4492-9da3-f46bbc8666d9___RS_HL 6219.JPG,3
Blueberry___healthy\1289b8c7-9d7d-4afd-acce-3becd99bc4f8___RS_HL 0770.JPG,4
Blueberry___healthy\6c6f171d-9c34-4071-bbfa-a1d00beaa087___RS_HL 0576.JPG,4
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5b03f612-aec0-4a00-aaab-f49d96b46830___YLCV_GCREC 2431.JPG,35
Tomato___Late_blight\4fa3fe36-2c59-4860-be94-508954283149___RS_Late.B 5495.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\75033ceb-b250-4af7-b54f-0f1b170d8aa2___YLCV_NREC 2928.JPG,35
Grape___Black_rot\bf1ff91d-aa47-4517-b52c-b0310dc0e727___FAM_B.Rot 3284.JPG,11
Tomato___Tomato_Yellow_Leaf_Curl_Virus\27810d1a-3dd3-48a8-8865-42bb392b5673___UF.GRC_YLCV_Lab 02007.JPG,35
Tomato___Late_blight\2d7fa670-2828-440e-aba2-1f7a843988ea___GHLB2 Leaf 8869.JPG,30
Corn_(maize)___Common_rust_\RS_Rust 1880.JPG,8
Tomato___Bacterial_spot\4a5a1551-dd56-4fce-971c-4d7166afaff1___GCREC_Bact.Sp 3113.JPG,28
Potato___Late_blight\6cab0a2b-a2d9-4798-8043-f6ef416ed745___RS_LB 4993.JPG,21
Grape___Black_rot\f86c1a1a-44a0-44d8-9db6-a3f0fc02d2db___FAM_B.Rot 5094.JPG,11
Grape___healthy\5008dd5a-42f8-4df5-820a-c46d8532895a___Mt.N.V_HL 9015.JPG,14
Corn_(maize)___Common_rust_\RS_Rust 2710.JPG,8
Blueberry___healthy\743b1361-3dc7-4b61-b684-0c46ca5be9f1___RS_HL 4958.JPG,4
"Pepper,_bell___Bacterial_spot\9f5e1d6f-380f-4b88-a376-780f1fe8f8f9___JR_B.Spot 8852.JPG",18
Tomato___Target_Spot\c17e13b7-dfd8-4047-bbf9-4379057e3250___Com.G_TgS_FL 9674.JPG,34
Tomato___Septoria_leaf_spot\bfba7874-d314-4594-8abe-ba74da25c523___Keller.St_CG 1983.JPG,32
Tomato___Late_blight\4d9faab5-238d-42a1-ae87-5e3d0a38a3e2___RS_Late.B 5033.JPG,30
Potato___Late_blight\a9d4290d-55a1-4a8d-83a8-5277a00e5fbc___RS_LB 4076.JPG,21
Corn_(maize)___Northern_Leaf_Blight\9fa592aa-6724-4d4d-b00c-9f933918ab92___RS_NLB 3785.JPG,9
Tomato___Bacterial_spot\303b8c34-0a74-4248-b5ce-1f9a0e367d6b___GCREC_Bact.Sp 3477.JPG,28
Tomato___Bacterial_spot\abf11f35-e792-4cab-a428-38314c5b9b66___GCREC_Bact.Sp 5757.JPG,28
"Pepper,_bell___healthy\e464db4e-8538-40a8-9012-7a5143bdf693___JR_HL 7882.JPG",19
Grape___Esca_(Black_Measles)\419a7e1b-a8f5-4ef1-8ff3-4d680dcea8df___FAM_B.Msls 4301.JPG,12
Tomato___Early_blight\389a93c4-2ea1-4df5-94c6-01ea8ad856db___RS_Erly.B 7720.JPG,29
Apple___healthy\a8c76694-697e-4684-bc13-ac1302ebd3c0___RS_HL 7411.JPG,3
Tomato___Target_Spot\4b5b9fed-2bbc-4e9d-8268-fef031cef2db___Com.G_TgS_FL 0883.JPG,34
Tomato___Spider_mites Two-spotted_spider_mite\6b769652-dc4d-43ba-b6e1-b1b0da57a9fc___Com.G_SpM_FL 8677.JPG,33
Blueberry___healthy\30e90fe0-8130-4422-a92a-1006422a8625___RS_HL 5145.JPG,4
"Pepper,_bell___healthy\e6a3e0cb-e1d4-4440-9440-f0b4f489ecc4___JR_HL 8742.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fe416f0e-d3f7-440d-a01f-9a076cfa0656___YLCV_GCREC 1931.JPG,35
Apple___healthy\223dbe3b-9f96-473b-a6a6-ea354777ae1f___RS_HL 8040.JPG,3
Potato___Early_blight\5aee3e9f-0469-42e7-8ae7-56f7a1900fd5___RS_Early.B 9091.JPG,20
Corn_(maize)___Common_rust_\RS_Rust 2379.JPG,8
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fe3eb6e7-1f85-48ce-8cb3-4580ac110024___UF.GRC_YLCV_Lab 02735.JPG,35
"Pepper,_bell___healthy\c8ee158a-2717-486e-af9d-a0dd604da62b___JR_HL 7897.JPG",19
"Pepper,_bell___healthy\89f02e71-8eef-4356-8ca1-a72eadc9afb3___JR_HL 8520.JPG",19
Corn_(maize)___Northern_Leaf_Blight\95b2bcb7-56f0-47e0-82d1-7328e6863de9___RS_NLB 0787.JPG,9
Soybean___healthy\b14fb291-d4c9-4fb2-aea9-9f58040df2b4___RS_HL 6612.JPG,24
Cherry_(including_sour)___Powdery_mildew\b3e33cf2-c3ab-4ad1-9194-6e394554a340___FREC_Pwd.M 4614.JPG,5
Tomato___Early_blight\70de9ac6-f90f-441f-a51f-217f55213234___RS_Erly.B 9568.JPG,29
Apple___Black_rot\a9d80158-0e41-4e0d-8a6b-ec0df3a83ed4___JR_FrgE.S 2845.JPG,1
"Pepper,_bell___healthy\2602f312-da1f-47eb-9c50-dcd4cba09d7d___JR_HL 7975.JPG",19
Tomato___Tomato_mosaic_virus\4571a1c4-3a67-4437-a5bf-8bc1a2af22e4___PSU_CG 2360.JPG,36
Tomato___Late_blight\7d4d00c0-1e72-427d-9f05-1f64f8051cb8___GHLB_PS Leaf 1 Day 7.jpg,30
Soybean___healthy\96461eed-c7d7-4d34-843f-f5e1d5fc6ccb___RS_HL 6981.JPG,24
Orange___Haunglongbing_(Citrus_greening)\b3788700-3ccc-40ae-aa59-3d6b03e84957___CREC_HLB 7583.JPG,15
Corn_(maize)___healthy\f8a466eb-a6f3-448b-9d05-a859d87d3f27___R.S_HL 5558 copy 2.jpg,10
Potato___Early_blight\57bb36be-b5bc-44e0-91e5-0b1b4d31bc82___RS_Early.B 7311.JPG,20
Squash___Powdery_mildew\ee2b1464-c69f-4303-8df1-61ea000ad167___MD_Powd.M 0999.JPG,25
Peach___Bacterial_spot\4dfe4612-e087-47ce-acbb-4c57bf62f10f___Rutg._Bact.S 1980.JPG,16
Tomato___Septoria_leaf_spot\980d0ee6-693a-44ae-b38d-eef2cc4aa9da___Matt.S_CG 7385.JPG,32
Tomato___Late_blight\726a5ae7-e33b-4854-a872-71318ec3a493___RS_Late.B 5538.JPG,30
Grape___Black_rot\5407b5fb-baef-4311-8d3a-3eeee4e46115___FAM_B.Rot 0469.JPG,11
Orange___Haunglongbing_(Citrus_greening)\3a791d13-81d6-43a3-a248-95f30ce0c711___CREC_HLB 4345.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\35d0ae49-02c5-402a-9c78-16aebc1821ad___YLCV_NREC 2746.JPG,35
Peach___Bacterial_spot\5f3ae25a-7e72-4523-a071-049e3e087dd5___Rutg._Bact.S 1906.JPG,16
Grape___Esca_(Black_Measles)\724b1840-273d-45d5-9eb8-6ee7bb862adb___FAM_B.Msls 1268.JPG,12
Peach___Bacterial_spot\4ac8b6a9-ce1c-4fa1-ba9a-8c71274b4f48___Rut._Bact.S 0932.JPG,16
Potato___Late_blight\5576794b-902c-4df2-ae8d-da30faa37d5d___RS_LB 4443.JPG,21
Tomato___Septoria_leaf_spot\77c5b76c-3b81-4174-892d-640c97ba7f48___JR_Sept.L.S 2714.JPG,32
Squash___Powdery_mildew\65ed1fe2-c507-4590-8767-2a557dd05195___UMD_Powd.M 9778.JPG,25
Peach___Bacterial_spot\05000db3-4f6a-4e67-a2b8-98a3de04e58a___Rut._Bact.S 0809.JPG,16
Soybean___healthy\497c4188-9645-4e0a-a29f-09e70708d07b___RS_HL 5725 1.JPG,24
Cherry_(including_sour)___Powdery_mildew\7e573bd3-4a2d-4da4-a455-1232321bbc87___FREC_Pwd.M 4524.JPG,5
Tomato___healthy\139d2f99-d25b-440d-805e-d070a399d8f1___RS_HL 0600.JPG,37
Soybean___healthy\8c778a8f-30c1-458d-9b59-12481f87023c___RS_HL 4691.JPG,24
Soybean___healthy\ccb99f11-7a7a-4989-9dc6-3f0e5dcab0b0___RS_HL 5024.JPG,24
Grape___healthy\2d1327cf-7a91-4baf-b3b6-42517c795c9c___Mt.N.V_HL 6171.JPG,14
Tomato___Tomato_Yellow_Leaf_Curl_Virus\af55f6e4-c21a-4f74-85be-7e06be737b32___YLCV_GCREC 2170.JPG,35
Peach___healthy\30585eb3-856d-4ba4-913c-a84804dfad8d___Rutg._HL 3529.JPG,17
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3accdbf9-5b26-4c40-b57a-d055d408a23f___YLCV_NREC 0177.JPG,35
Strawberry___Leaf_scorch\98ece15c-6146-4323-b461-ab1ced2e6daa___RS_L.Scorch 1162.JPG,26
Tomato___Spider_mites Two-spotted_spider_mite\a4d09278-0087-43a4-bb77-11b22c861d30___Com.G_SpM_FL 8699.JPG,33
Squash___Powdery_mildew\d7e3b78a-329a-49cc-a5fa-3f226fd0b291___MD_Powd.M 0983.JPG,25
Orange___Haunglongbing_(Citrus_greening)\0a15df5c-6d69-4859-8ce3-995eee9acac9___CREC_HLB 7431.JPG,15
Cherry_(including_sour)___healthy\b560e9ca-bfee-4ffe-92ec-60391fcd3076___JR_HL 4039.JPG,6
Apple___Apple_scab\4512edee-9d3b-451e-845d-86666feebe99___FREC_Scab 3328.JPG,0
Soybean___healthy\fd217032-b31d-4fe5-9b25-b0fb171a9732___RS_HL 5320.JPG,24
"Pepper,_bell___healthy\6c0c92fd-591b-4ecf-90b0-0eec3513dce3___JR_HL 8788.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\aeb08e38-059e-4f55-86e4-a14f2fcbc8bb___UF.GRC_YLCV_Lab 01701.JPG,35
Tomato___Spider_mites Two-spotted_spider_mite\7574028f-6e71-4038-af96-0439e7bc4b13___Com.G_SpM_FL 8605.JPG,33
Apple___Black_rot\03fd7154-2e33-4fb6-999d-bfc3a3f467fe___JR_FrgE.S 8681.JPG,1
Tomato___Target_Spot\c9535108-37fe-49ba-8ebe-61443f8ef7c8___Com.G_TgS_FL 8010.JPG,34
Peach___Bacterial_spot\5796cd59-cde6-4b01-bfd0-5b6c534fabee___Rutg._Bact.S 2312.JPG,16
Apple___healthy\2e599aab-11dd-4073-845e-b45a6accb4de___RS_HL 8009.JPG,3
Corn_(maize)___Northern_Leaf_Blight\b7fc574e-e12e-4dc5-94c2-698892884e66___RS_NLB 0817.JPG,9
Cherry_(including_sour)___Powdery_mildew\dcfeb267-a13b-475a-9506-4f74b30d8e03___FREC_Pwd.M 0416.JPG,5
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d61d11c6-030a-400c-b846-41f1e20a8628___FAM_L.Blight 4920.JPG,13
Tomato___Late_blight\4780302b-3329-4f1f-a697-67698af1d261___RS_Late.B 6319.JPG,30
Tomato___Septoria_leaf_spot\53a7965b-5e0e-41a6-a65a-cd6833f68087___Keller.St_CG 1968.JPG,32
Apple___Apple_scab\a5ed05d8-9815-41b7-b481-332e48cfde56___FREC_Scab 3415.JPG,0
Grape___Esca_(Black_Measles)\730c6639-9128-44d2-9726-533876c266ac___FAM_B.Msls 1357.JPG,12
Tomato___Late_blight\ae581c9f-2be2-4ca8-b27d-5a333d15012c___RS_Late.B 5170.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b7de3219-7adb-4110-80c0-144926c491cd___YLCV_GCREC 2655.JPG,35
Soybean___healthy\ed73360c-d06b-4185-9f7b-2897ab559c25___RS_HL 5534 1.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a403ab1-96cf-435b-879e-92415c47f3ff___YLCV_GCREC 2020.JPG,35
Tomato___Leaf_Mold\fd686c68-9a4a-4d11-98fa-7c612aff9fd4___Crnl_L.Mold 6974.JPG,31
Soybean___healthy\bc370e85-40b2-46ae-8937-72d6e092f0e5___RS_HL 4937.JPG,24
Corn_(maize)___Northern_Leaf_Blight\ed87978b-71f0-4ab8-b1d3-e7038c0dfa16___RS_NLB 3494.JPG,9
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\27ea3780-cdea-449f-b427-04ad3d0a7eae___RS_GLSp 9271.JPG,7
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6682d50c-6d7d-418e-b775-d32dc48a7d86___YLCV_GCREC 2840.JPG,35
Tomato___Target_Spot\988132c4-574d-471e-9c51-d9b14ab2e45e___Com.G_TgS_FL 9909.JPG,34
Peach___healthy\64a6b33f-e9eb-431f-a252-954ed9dccd7b___Rutg._HL 3622.JPG,17
Grape___Black_rot\d14d9d41-e190-45ed-88a9-0a553197ec1b___FAM_B.Rot 0731.JPG,11
Tomato___Late_blight\4300d507-2800-47ef-9e34-d9719fad36dd___RS_Late.B 4885.JPG,30
Orange___Haunglongbing_(Citrus_greening)\c20aef97-9340-441f-9737-c48aa7081788___UF.Citrus_HLB_Lab 9750.JPG,15
Grape___Esca_(Black_Measles)\4ccb1d95-9211-4042-9237-6da530658378___FAM_B.Msls 0952.JPG,12
Apple___healthy\bd61a0a7-939f-43ba-bb02-168ceb97a32a___RS_HL 5902.JPG,3
Tomato___healthy\a2615e6f-cf8b-4937-b50d-5f3d5226eca5___RS_HL 0096.JPG,37
Orange___Haunglongbing_(Citrus_greening)\02ade822-cb59-446f-913a-673e7b71ddae___UF.Citrus_HLB_Lab 0808.JPG,15
Orange___Haunglongbing_(Citrus_greening)\dcf2eeec-3a37-4258-961e-04b224e92999___CREC_HLB 7736.JPG,15
Cherry_(including_sour)___Powdery_mildew\2d356a28-26fe-45e9-8f3d-d65c7a5be236___FREC_Pwd.M 0420.JPG,5
Orange___Haunglongbing_(Citrus_greening)\11ca8989-48cc-4a0e-bb35-190f019caafa___UF.Citrus_HLB_Lab 1245.JPG,15
Apple___healthy\1d7c71d2-fac0-4ee6-8def-765282cb744c___RS_HL 5758.JPG,3
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\5906f54d-44a1-468e-8658-779200186cab___FAM_L.Blight 4551.JPG,13
Tomato___Bacterial_spot\e28b2c59-c08e-4957-975f-2965d8b801e2___GCREC_Bact.Sp 3321.JPG,28
Peach___Bacterial_spot\59ecc768-0dc8-4b03-a0c4-9b9232a820a7___Rutg._Bact.S 1523.JPG,16
Apple___healthy\deaf8b47-7a21-4cd2-97a6-8dc1fc644d00___RS_HL 5812.JPG,3
Soybean___healthy\7d990733-3277-4d24-809d-244dfef39f3d___RS_HL 3115.JPG,24
Blueberry___healthy\e2101260-71b1-4574-90ce-33e86ded418b___RS_HL 5202.JPG,4
Soybean___healthy\0d0ede83-14b0-461f-b76a-6c02d8e78292___RS_HL 6221.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\65cfef61-0347-46d8-99e8-49643a60c649___YLCV_GCREC 1995.JPG,35
Soybean___healthy\7cc18a29-4a33-434c-80d1-109e3c9265a5___RS_HL 5256.JPG,24
"Pepper,_bell___healthy\83ad5dd2-dd87-4623-9a9a-e6d4852010fa___JR_HL 8126.JPG",19
Blueberry___healthy\b32d81b2-1af0-4455-a493-f22019488da2___RS_HL 5128.JPG,4
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c0e28cbf-0362-46f8-a21c-263ffc641cf8___YLCV_NREC 2623.JPG,35
Tomato___Septoria_leaf_spot\07a4190c-b0c0-4e03-9ad5-474938c837d2___Matt.S_CG 1242.JPG,32
Strawberry___Leaf_scorch\8821a7e3-54a0-4d87-87f8-dec22ce0e6bb___RS_L.Scorch 1517.JPG,26
Squash___Powdery_mildew\f69976b8-f648-4480-9ed1-9743248c271f___UMD_Powd.M 0493.JPG,25
Tomato___Target_Spot\a992283a-d489-4622-b90d-aef3b7e30811___Com.G_TgS_FL 9969.JPG,34
Blueberry___healthy\57ddfd04-04ec-4921-ac39-568877cec650___RS_HL 5396.JPG,4
Orange___Haunglongbing_(Citrus_greening)\51ded383-9723-4053-8422-a543e9735fd3___CREC_HLB 4785.JPG,15
Squash___Powdery_mildew\f1ff82a8-d397-4ce2-b961-cbecc68ed3f8___MD_Powd.M 9916.JPG,25
Soybean___healthy\ae28fc4a-eade-40ea-8461-9e7f2ca48ca9___RS_HL 7233.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\48af1ad3-6fed-407a-adcf-32d7cb49132a___YLCV_GCREC 2396.JPG,35
Tomato___Septoria_leaf_spot\577380e5-8b20-4ae2-bae5-f7442c3fe70c___JR_Sept.L.S 8535.JPG,32
Orange___Haunglongbing_(Citrus_greening)\f7a97596-6254-4d9f-a864-9f167b33f1b2___CREC_HLB 6810.JPG,15
Tomato___Late_blight\5a701380-2b9d-4dc4-9376-56ff0361a1dd___GHLB2 Leaf 8871.JPG,30
Squash___Powdery_mildew\955299ac-6041-4c56-a676-8762a530b405___UMD_Powd.M 9680.JPG,25
Soybean___healthy\666f8102-fab1-4e14-bd5e-dbdeb02f6436___RS_HL 3748.JPG,24
"Pepper,_bell___Bacterial_spot\6b645d69-0103-40e0-b459-9cdf2ef888e7___JR_B.Spot 3253.JPG",18
Cherry_(including_sour)___Powdery_mildew\7a67d9b7-02ee-4296-823f-5872dd55894c___FREC_Pwd.M 4746.JPG,5
Corn_(maize)___Northern_Leaf_Blight\d612943e-54f2-435d-ade7-973c02e234e9___RS_NLB 4026.JPG,9
Tomato___Spider_mites Two-spotted_spider_mite\80a63b1a-cee1-46c3-90c7-4d3d234a2552___Com.G_SpM_FL 1751.JPG,33
Cherry_(including_sour)___Powdery_mildew\ce1b7e6d-70f7-4d65-8cfc-f78f174a1ffe___FREC_Pwd.M 0366.JPG,5
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5f30574a-e6e1-416b-aa31-4990f4a27748___YLCV_NREC 2046.JPG,35
Soybean___healthy\ac0f0429-4b8a-4510-9f96-89c7165e92c2___RS_HL 3380.JPG,24
Peach___Bacterial_spot\fe5314bb-9c7d-4e8e-abca-82d2ddb7bf12___Rut._Bact.S 3411.JPG,16
Tomato___Late_blight\2598e4ba-1e3c-43f7-bb7d-da6164209acf___RS_Late.B 4850.JPG,30
Orange___Haunglongbing_(Citrus_greening)\be68352a-6eb2-426a-88a0-5e25ed9bb0b7___UF.Citrus_HLB_Lab 0982.JPG,15
"Pepper,_bell___healthy\38a83def-19c0-4d20-99a7-b1a43d7f929f___JR_HL 5897.JPG",19
Soybean___healthy\57a01f63-5550-4d78-94dd-09417e3d311c___RS_HL 5981.JPG,24
Apple___healthy\a0a31340-6426-4e4b-9473-4daacbc305dc___RS_HL 7644.JPG,3
Blueberry___healthy\fe0dd723-e1f1-4190-9936-175716ca6065___RS_HL 0678.JPG,4
Soybean___healthy\d2eab922-d459-4972-8dcd-6d638919c966___RS_HL 4023.JPG,24
Apple___healthy\232e37bf-da7c-4c4e-94fd-ce592dd37786___RS_HL 7770.JPG,3
"Pepper,_bell___healthy\2152dee6-2fd6-48a8-9e3a-a4189484dd12___JR_HL 8720.JPG",19
Peach___Bacterial_spot\4fca1600-ca6b-4141-b890-7577b733be62___Rutg._Bact.S 2113.JPG,16
Corn_(maize)___healthy\aa34113c-7980-4116-be01-e7a302144ead___R.S_HL 8279 copy 2.jpg,10
Strawberry___Leaf_scorch\9376ef24-0403-42bb-910d-60c3eda976ec___RS_L.Scorch 1105.JPG,26
Corn_(maize)___Northern_Leaf_Blight\6578fc09-44ed-4f4b-8ba9-d420a169e824___RS_NLB 3983.JPG,9
Cherry_(including_sour)___healthy\73528ace-e81b-4d49-abea-1b9c395feba2___JR_HL 4184.JPG,6
Blueberry___healthy\21aa1332-47a5-44bf-a4fe-0ff914edfde7___RS_HL 2569.JPG,4
Corn_(maize)___Common_rust_\RS_Rust 2094.JPG,8
Soybean___healthy\c2bf0a0b-d9bb-413e-a381-b579d469db9c___RS_HL 4062.JPG,24
Tomato___Late_blight\7076ebe9-be52-4b6e-a667-a3ce940a0cbc___RS_Late.B 5392.JPG,30
"Pepper,_bell___healthy\b3f830ee-a2b4-4e58-8f76-4c11c315c31e___JR_HL 5911.JPG",19
Squash___Powdery_mildew\dc97df30-60d1-4e2f-bbd0-01d13a410bb9___MD_Powd.M 0305.JPG,25
Soybean___healthy\6794049e-e410-4ce7-81c4-0624ba07e742___RS_HL 6642.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e8b78d86-592a-4138-be22-6c3178c95a24___YLCV_NREC 2368.JPG,35
Potato___Early_blight\2fe81ef1-d7ec-4395-b071-c74d5beb4037___RS_Early.B 7242.JPG,20
Soybean___healthy\8e3f6573-c338-48e5-bfba-257daff8e52e___RS_HL 5048.JPG,24
Tomato___Tomato_mosaic_virus\be73ce90-283f-4b17-99bb-57640061c84e___PSU_CG 2167.JPG,36
Tomato___Late_blight\0d7a68e9-3df0-4ef8-88f7-c0a202725c5d___RS_Late.B 6787.JPG,30
Squash___Powdery_mildew\141fda03-709c-4149-847c-6a91355954c6___UMD_Powd.M 0337.JPG,25
Tomato___Leaf_Mold\0eda4dc5-7f7b-4e27-9e53-1e0326eef88e___Crnl_L.Mold 8850.JPG,31
Peach___Bacterial_spot\01876b18-5738-4b4a-bca1-c89dcbe6ca61___Rut._Bact.S 1207.JPG,16
Tomato___Bacterial_spot\1fcebd34-f196-4909-abd1-6d9413d9b4b4___GCREC_Bact.Sp 3304.JPG,28
"Pepper,_bell___Bacterial_spot\94c2cf91-17c3-4ee1-b8f2-b20103e1c14f___NREC_B.Spot 9094.JPG",18
"Pepper,_bell___healthy\46ee2cd9-3312-43de-928e-6b9de2f01e82___JR_HL 7658.JPG",19
Squash___Powdery_mildew\44246105-086a-4a83-95f4-8b078a1f9805___MD_Powd.M 0221.JPG,25
Blueberry___healthy\551c7ffd-49fa-4d54-b191-4ec3a5e306a0___RS_HL 2588.JPG,4
Tomato___Tomato_Yellow_Leaf_Curl_Virus\56ba0dc9-340e-44f8-aa1a-947639c33ffb___UF.GRC_YLCV_Lab 03285.JPG,35
"Pepper,_bell___healthy\615f1ae8-e24a-467c-93eb-c4dd352e3f50___JR_HL 7767.JPG",19
Orange___Haunglongbing_(Citrus_greening)\c1fab335-7669-491d-a22d-e086f607e557___CREC_HLB 7650.JPG,15
Orange___Haunglongbing_(Citrus_greening)\34657bee-2550-4ccb-9cd7-234c93d68ea7___UF.Citrus_HLB_Lab 1078.JPG,15
Grape___Black_rot\7b207646-4410-4775-9eb3-64fe5bdd769b___FAM_B.Rot 3262.JPG,11
"Pepper,_bell___Bacterial_spot\0e57b44f-bb06-43ec-8688-5a7985b461e7___JR_B.Spot 8970.JPG",18
Tomato___Target_Spot\b14e1500-7100-4924-9206-b1258a06d4ff___Com.G_TgS_FL 1040.JPG,34
Tomato___Septoria_leaf_spot\35733fa2-2d61-44a9-9c44-815e5b0e169e___Keller.St_CG 1793.JPG,32
Corn_(maize)___Common_rust_\RS_Rust 2669.JPG,8
Grape___Esca_(Black_Measles)\ac3e8aeb-be50-4c98-a0f3-fb5d9860c459___FAM_B.Msls 0823.JPG,12
Orange___Haunglongbing_(Citrus_greening)\0e3ac014-1e9c-4957-a6e1-c46a42ec2609___UF.Citrus_HLB_Lab 0865.JPG,15
Cherry_(including_sour)___Powdery_mildew\073a2d5a-9cae-4afc-8d96-2f8a969e4b90___FREC_Pwd.M 5103.JPG,5
Strawberry___Leaf_scorch\8eeae599-8ef5-4cfa-9599-8e3247d9ad79___RS_L.Scorch 1387.JPG,26
Tomato___Bacterial_spot\0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,28
Soybean___healthy\a8e49f7b-fd02-4620-a80d-035b239f811e___RS_HL 4663.JPG,24
